author,comment,likeCount,publishedAt
@Ustadz_Squidward562,"""Xiaomi niru iPhone"" salah aslinya ada Xiaomi MI 11 ultra liat dulu hp sebelumnya jangan langsung fomo",0,2025-10-30T02:38:17Z
@arisdarmawan,"Sorry bro I don't like this phone. Previously I wanted to buy this phone because it seemed interesting to me with its innovation. However, the battery doesn't last long. It's weird because it has a giant battery inside it. I think I will buy this phone if Xiaomi optimize its software.",1,2025-10-30T02:38:03Z
@yonirisqiyanto_,"Munculnya Iphone 17 Pro Max Bener² Buat Aku Kecewa 😂 Soalnya Dari Dulu Aku Pengagum Produk Apple (walau belum pernah nyoba) 😅 Kayak Keren Gitu Inovasinya, Apalagi Iphone SE Gen 1 Behhhhhhh Keren Banget Sih Tu Hp😅",1,2025-10-30T02:37:13Z
@shiroskunk,"23:38 kamera depan dan kamera belakang. Suaranya lebih jernih kamera depan. Btw Xiaomi ini benar"" menjual inovasi dll.",0,2025-10-30T02:30:36Z
@lambeturoh,"Sekuat dan secanggih apapun layar hp nya bg,tp klu di pakek warga +62 mu,pasti dipasangin anti gores lg,lebih parahnya, anti goresnya yg harga gocengan pula tuh,",0,2025-10-30T02:25:40Z
@miriokun2296,"awas bang di geruduk fans ip yg penuh inovasi,,haha

Transsion Holding sedang memantau,,haha",0,2025-10-30T02:24:05Z
@rexxel8867,"kaget juga liat harganya kisaran 16jtaan mungkin harga resmi indo kah?
soalnya barusan cek di toko ijo ada yg jual 27jt udah lebih 10jt wkwkwk",0,2025-10-30T02:23:12Z
@putrapurwodadi185,Kalo buat jangka panjang iphone jadi pilihan utama.. kalo soal sekedar buat fomo xiaomi bisa di pikirkan,0,2025-10-30T02:23:08Z
@Gaskeunnnn,Bg info lowongan kerja bg buat merubah ekonomi saya bg 😢 kerja apa aja jadi bg aku siap😢,0,2025-10-30T02:22:05Z
@andida01,Melihat kolom kamera antara iphone 17 pro dan xiaomi 17 pro...kayak melihat hape klasik dan modern...iphone kayak betul-betul kecolongan dan kena sliding telak hape android kali ini ???😰,0,2025-10-30T02:20:38Z
@NadiaSyifacahyani,*Xiaomi 17 Pro Max dengan harga 15 jt an kok kemasan dusnya kok agak kaki lima kurang mewah sih* 😅😅😅,0,2025-10-30T02:20:26Z
@muhammadvikaputrapangestu5578,bang david gatau ya kalo seri ini gabakal masuk global?,0,2025-10-30T02:18:37Z
@rafliardiansyah2856,bang review Tecno spark 40 pro+,0,2025-10-30T02:18:17Z
@AndreasRizkyP,layar oled dibelakang head to head sama chipsetnya di posisi yg sama tinggal nunggu layarnya burn,0,2025-10-30T02:15:42Z
@KoryFv,Xiaomi lagi recall recallin hp minim invoasi,0,2025-10-30T02:13:51Z
@tanyadegurechaff203,"Damn, hape gw masih nangking di kiri bawah wkwkw.",0,2025-10-30T02:13:05Z
@nurdinharipin2206,😀,0,2025-10-30T02:09:56Z
@AsharJi-s7y,"bg review iqoo Z10R 5G

bg review",0,2025-10-30T02:09:02Z
@ericsusanto3321,"Andai tulisan Leica-nya di body belakang, sama dengan logo Leica yang bunderan merah itu. Makin gahar nih",0,2025-10-30T02:09:00Z
@Vin._.ofeciaal,Karna kalau 16 pro max mirip  banget buah apel nya..jadi dia ambil 17promax jadi Xiaomi sedikit majuiin,0,2025-10-30T02:08:05Z
@mbambongonad245,"Ip kan jg part byk dr cina,semakin dlm km jd buyer dipabrik lain tinggal kpn produkmu itu dibuat versi mereka",0,2025-10-30T02:04:17Z
@MARKICOB9,mamah mau😭😖,0,2025-10-30T02:00:25Z
@hermanmilan7263,"Bang ....
Coba pas Review, sekalian di coba buat main game efootball dengan grafis tertinggi.
Masih enak gak bang?",0,2025-10-30T01:57:51Z
@BintangOfficial_,bagus bang,0,2025-10-30T01:56:58Z
@CFC_LAMPUNG,Jauh bang kameranya sama iPhone,0,2025-10-30T01:56:37Z
@kristianadiwardana7276,Xiaomi pro mag (obat maag) 😂,0,2025-10-30T01:54:50Z
@thefool876,Poco mah kakaknya kali bang soalnya dia lahir duluan 😂,0,2025-10-30T01:53:45Z
@miswangrandboy9135,Bang ada hp 2 jutaan ngk bang yang ngk kepakek biar saya beli bang,0,2025-10-30T01:53:19Z
@CFC_LAMPUNG,Intinya iPhone itu selalu d contek,0,2025-10-30T01:52:59Z
@user1412-n8v,"udah kode nih. ""BELUM"" resmi masuk...",0,2025-10-30T01:49:38Z
@WachidIrawan-l7x,Masalah bulus aja di permasalahkan to vid vid,0,2025-10-30T01:49:24Z
@crowmrf02,4:08 apple mana bisa kyk gitu,0,2025-10-30T01:49:23Z
@KucingLetoy,Hasil kameranya kerenn,0,2025-10-30T01:49:11Z
@ceritainspiratif-01,Pertanyaan paling utamanya adalah apakah anda ada uangnya untuk membeli salah 1 hp ini??😅😅,0,2025-10-30T01:48:26Z
@CFC_LAMPUNG,Tetep aja hp android,0,2025-10-30T01:47:42Z
@mono1385,"Lah mending gk ush ada kamera depannya itu, buat selfie udh jos bgt pake kamera belakangnya",0,2025-10-30T01:47:17Z
@tanganayah,"tungguin aja bentar lagi itel dan kawan mau bikin yang ada layar di belakang ya . he"" ..",0,2025-10-30T01:46:45Z
@kazuki-l5c,Gas red megic 11 Pro,0,2025-10-30T01:45:18Z
@Damrius_Channel,Hanya Vivo yg jago atur suhu hp,0,2025-10-30T01:45:08Z
@ossa2820,"Apakah xiaomi masih ada iklan yang mengganggu walau sudah di nonaktifkan tapi masih ada nongol iklan, bahkan digalery pun ada iklan, padahal udah di setting biar gak ada iklan. Sbg pengguna xioami saya merasa sudah cukup dan say goodbye",0,2025-10-30T01:43:37Z
@suzaku4896,"16 itu di Tarot adalah The Tower atau Menara Kehancuran, simpelnya kehancuran. Yap. Bisa jadi alasan juga~",0,2025-10-30T01:43:15Z
@imamalgazali1137,"samsung sering nyikut, Xiaomi langsug tendang",0,2025-10-30T01:42:29Z
@Zaky-Sanさん,"bg 
lu kenapa gk pernah pake wuthering waves buat gaming test selalu cuma genshin",0,2025-10-30T01:41:30Z
@ferdausalamsyah1600,Wah mntab..... Gw doain lu semua... semoga bisa kebeli,12,2025-10-30T01:39:27Z
@claseazul-x,"brand cina kalo gak niru nama dan konsep iphone ya gak idup mereka, kasian masih ikutin apple dan gabisa kalahin gengsi pamor apple, disuruh pake xiaomi 17 pro max ini? asli ogah, malu iya apalagi pas ditanya itu seri hape apa, fix malu parah jawabnya kaya lo make itel s25 ultra yg jiplak samsung s25 ultra, more than freaks",0,2025-10-30T01:39:26Z
@lianggaputra,Jiplak iphone bgt bahkan lewatin xiaomi 16 biar bisa niru iphone 17,0,2025-10-30T01:39:11Z
@mbakining,Nyimak sheringnya,0,2025-10-30T01:33:58Z
@ershanhasan10,Akhirnya,0,2025-10-30T01:33:07Z
@infomakesense11,"09:10 Masyaallah, ❤ 𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵 🔴 bikin takjub! Visualnya kece, ceritanya mengalir dengan indah, dan untungnya luar biasa. Hiburan yang bikin ketagihan! ✨",0,2025-10-30T01:31:06Z
@febyarief5581,Wih xiomi keren sich...,0,2025-10-30T01:30:55Z
@rendywibowonugraha,"Para pemakai iPhone punya alasan berbeda dalam memilih handphone, mereka punya alasan yang lebih mengutamakan siapa dan kenapa brand tersebut harus dibeli. Mereka tidak peduli dengan apa spec nya. Itulah luar biasanya Apple dalam membuat product, mereka bisa menjadikan konsumen nya tidak perlu melihat apa spec yang ada pada gadget nya, mereka tinggal percayakan kepada Apple. Jadi sampai kapanpun pemakai iPhone di roasting tidak akan bisa mereka pindah dengan mudah hanya karena spec atau apa fitur dari brand lain.",6,2025-10-30T01:30:46Z
@milaniakinawatibayan8589,"6.05 : sy pikir tdk perlu berlebihan, walaupun terasa aneh, toh plastik itu biasanya lgsg dibuang atau kalau disimpan, nggak dipakai pakai lg.",0,2025-10-30T01:30:05Z
@mochamadadygamaarsawijaya3580,"kalo udah di jual di indo, di review lagi bang, biar tau beda nya, suka bangeett sama ni hp",0,2025-10-30T01:28:06Z
@PamanAriefN,"kemarin hari selasa gw dateng ke xiamoi official store di aeon mall bsd, kata mas2 salesnya Xiaomi 17 Pro belum masuk indonesia dan katanya gak bakal jual di konoha, klo iya harganya juga mehong",0,2025-10-30T01:25:55Z
@filmogrhap,"Halo bang david & team, request lagi ya. Tolong bikin riview mic untuk ngonten atau rekaman dibawah 1jt 🙏 terimakasih",0,2025-10-30T01:24:09Z
@harapansinar8687,"bang david, ditunggu barang2 anehnya... buat kaum rebahan.",0,2025-10-30T01:23:55Z
@FRIKS-n9v,Nanti layar depan blakang,0,2025-10-30T01:23:10Z
@jonediaryandi,10:47 : minggir oey,2,2025-10-30T01:21:35Z
@rullyramadhan7744,"iPhone niru Xiaomi , Xiaomi lebih dulu di varian Xiaomi 11 ultra",7,2025-10-30T01:19:47Z
@RockyBlack-z6i1h,"Jago memang xiaomi,sampai sekarang  pakai produknya",0,2025-10-30T01:19:22Z
@hobbogaming3430,poco m3 itu,0,2025-10-30T01:19:16Z
@teoalfian825,Nyari yang bikin komen viral di fb,0,2025-10-30T01:17:11Z
@kevinmatano48,bang lampu dibelakang ente goyang2 annoying banget 🙏,0,2025-10-30T01:16:35Z
@f.312.y9,Meski udah banyak di review orang Laen..tapi tetep nunggu David mereview..,0,2025-10-30T01:14:08Z
@nicoooticooo,itu artinya xiaomi ini sudah PD head to head,0,2025-10-30T01:13:34Z
@ziqialaudinnaufal729,Bang bikin rekomendasi HP buat akhir tahun ini 😁,0,2025-10-30T01:09:17Z
@samsudinsahabatputiiin5193,pada berdebat gw nonton pakai samsung a13 lcd seretak hubungan hamish daud dan raisa.,0,2025-10-30T01:07:31Z
@Baturdaya12,"gak jadi beli deh,soal nya hasil yang di rekom mas David gak work...next lah.....",0,2025-10-30T01:07:19Z
@Bryantrip,Tapi asli keren bnget co xiomi 17 pro max,0,2025-10-30T01:06:48Z
@PiknikAsik,Hallo kak david😊 kembali',1,2025-10-30T01:06:09Z
@denikooo-py4co,14:47 battery gede tapi tidak lebih irit dri ip 17 pm masa cuma beda 4 menit😂,1,2025-10-30T01:05:20Z
@arisdwipurnomo7243,Gue pake android dan iphone..tp untk thn ini iphone stay di 16pm yg upgrade androidny ke xiaomi 17,4,2025-10-30T01:05:11Z
@bugiarman8324,"ganti jadi pro max, 'mungkin' karena takut brandnya jadi mirip merek produsen susu bang, 😁",0,2025-10-30T01:04:32Z
@HereIsKhansu,"jujur gw gk kepikiran gimana xiaomi tuh bikin desain untuk produk masif, kek pabriknya tuh apa gak berubah-berubah bentuk kali ya ketika ngubah desain, belom lagi itu lcd belakang harusnya custom soalnya ngeblend bareng kamera, belom lagi kepikiran sertifikasi dkk",35,2025-10-30T01:00:31Z
@xxyrunna,"sebagai iphone user, emang iphone 17 pro  ini inovasi design nya ngawur banget sih wkwk masih suka design ip 16 pro/pro max nya sih",0,2025-10-30T00:59:42Z
@robbys4869,XIAOMI cerdasss,0,2025-10-30T00:59:05Z
@I_am_groot313,Ya salah I-Phone sendiri sih modelnya malah ga iphone bgt malah kaca poco.. Dan xiaomi pun memasak,0,2025-10-30T00:58:49Z
@ariesabrawie8397,"Gila, durasi unik layar belakang lama bgt 🤣🤣🤣",0,2025-10-30T00:57:55Z
@arieon7,nah ini,0,2025-10-30T00:57:37Z
@jarotbayu6962,"Bang sekelas Reviewer gadget besar kayak lu masa cuma mampu minjem, giliran iphone lu beli giliran xiaomi lu modal minjem. Lu sangat ga respect sama mi fans Indonesia",1,2025-10-30T00:55:36Z
@findysin-tw4qw,poco😂,0,2025-10-30T00:53:05Z
@julinuryanto,"Xiaomi 16 Pro Max itu desainnya mirip iPhone 17 Pro belakangnya ga ada layarnya, hanya frame biasa seperti iPhone 27 Pro",0,2025-10-30T00:52:47Z
@zimmyfahreza,ODDO FIND X9 PRO bg david😂,0,2025-10-30T00:46:14Z
@firzharf2438,Yg datang kesini gara gara postingan ig🗿,0,2025-10-30T00:45:44Z
@febri9847,8:14 Poco X65G ku di sandingkan dengan promax hahahah,0,2025-10-30T00:43:39Z
@HanifAlfathoni-n2r,"BANG Review NUBIA FOCUS 2 bang Yang Masi fresh itu bang
Penasaran bgt bang😅",0,2025-10-30T00:42:10Z
@victorsampekaa3398,perasaan banyak yang varian pro max tapi ga kepasar global aja,0,2025-10-30T00:41:59Z
@John_hards,"Di china sendiri iphone 17 series laku keras.situs resmi apple sampe down karena lonjakan traffic pre order,samalah di indonesia..yg di tunggu2 bkn xiaomi 17 pro max,pastilah iphone 17 series..so,what do you guys think",0,2025-10-30T00:40:26Z
@thirdchild9586,bang bahas sony xperia 1 mark vii,0,2025-10-30T00:40:14Z
@rizkione9918,Xiaomi tetap paling laris di pasaran Indonesia 😅,0,2025-10-30T00:38:39Z
@Alvareys,"Ini bukan cuma perang teknologi. Pihak Cina sengaja seakan mengatakan ""hey amerika, kami sebenarnya lebih kuat daripada kalian"". Semua terkait perang dagang kedua negara.",0,2025-10-30T00:38:35Z
@Doll4dollar,Bagian belakang Niru Nokia N8 . 😅,0,2025-10-30T00:37:40Z
@tonysetiawan3886,2025 iphone di roasting abis2an.. gw bilang sih percuma.. klo mau Roasting langsung di depan muka nya Tim cook..,0,2025-10-30T00:36:46Z
@WhySumatera,Mantapnyo jooossss uhuiyyyy 😊,1,2025-10-30T00:33:09Z
@mjefri5365,Riview IQOO Z10R bang,0,2025-10-30T00:32:01Z
@irfanwibowo1292,"Diawal saat buat ngegame jd panas, mungkin krn dobel layar dn makan baterai lebih banyak, mesin kerja ekstra bang.",0,2025-10-30T00:29:18Z
@ObbeFamily,Next find x9 pro bang..😊,0,2025-10-30T00:28:46Z
@GMsixStudio,Nonton pake poco f7 aja ngerasa udah megang HP dewa apalagi xiaomi 17 Promek beuhh,0,2025-10-30T00:24:45Z
@firkhafie,Nunggu edisi khusus warna oren 🤭,0,2025-10-30T00:23:14Z
@ramaalghazi1065,"Gelar tikar ngopi sambil nyimak , cuma nyimak lo ya..gak kepikiran bisa beli😂😂",0,2025-10-30T00:19:51Z
@DidanAdriansyah-l6f,"Bang saranin dong hp bagus dari xiomi, yang buat game lancar dan kamera bagus buat konten",0,2025-10-30T00:16:09Z
@hanrecovery_,"Gue tebak pasti next versi (Xiaomi 18 pro/max) kamera Ultrawidenya pindah ke dlm frame jd mirip iPhone 17 pro/max, utk versi ini sih bisa aja buat gitu... Cuma ditahan aja 😏🤭🤣",0,2025-10-30T00:14:52Z
@Ubah.Mindset,"Di hyper OS 3 nanti, jadi bisa ada dynamic island nya, jadi makin ngeri",0,2025-10-30T00:13:16Z
@ADDZUL2,Bang kacamata yg bang David pakai itu meta ray ban kah? Harga berapa itu bang kacamatanya?,0,2025-10-30T00:12:08Z
@HanifAlfathoni-n2r,BANG Review NUBIA FOCUS 2 bang Yang Masi fresh itu bang😅,0,2025-10-30T00:11:10Z
@HanifAlfathoni-n2r,BANG Review NUBIA FOCUS 2 bang Yang Masi fresh itu bang😅,0,2025-10-30T00:10:58Z
@HanifAlfathoni-n2r,BANG Review NUBIA FOCUS 2 bang Yang Masi fresh itu bang,0,2025-10-30T00:10:30Z
@mamahjowo,"apalah daya baru bisa beli F7 senengnya minta ampun😂
sesuaikan dompetmu wahai manusia",1,2025-10-30T00:08:51Z
@Prayoga_yoga,"Di layar belakangnya bisa buat main game , tapi harus di tambah case consoul buat operasikanya",3,2025-10-30T00:08:10Z
@RudyNurwandy,"SEBAGAI TUKANG SERVICE,,,TIDAK MENYARANKAN MEMBELI XIAOMI DAN POCO,APAPUN BENTUKNYA..👌",0,2025-10-30T00:07:10Z
@NafasMatic,Sedang menunggu review X300 PRO,0,2025-10-30T00:06:49Z
@emingeming4860,Kan xiomi pabrikan ipon,0,2025-10-30T00:06:46Z
@rq038,infonya bang layar dibelakang bisa buat vidio call gk?,0,2025-10-30T00:03:46Z
@Prayoga_yoga,Kenapa nama brand memberi nama promax sedangkan promag gak jauh jauh dari obat sakit mag bacanya pun mirip kenpa gak promin atau proplus,0,2025-10-30T00:02:57Z
@deltawiratama8216,Yang Rom global udah launching belum sih?,0,2025-10-30T00:02:10Z
@waqfulwaqti3113,Xiaomi mau ngajarin kita kalo branded price itu ga worth it buat kaum mendang mending..,0,2025-10-30T00:01:19Z
@mmmetiu,bang,0,2025-10-30T00:00:26Z
@AvastaAfsena,Sial kuadrat 😂😂😂😂😂,0,2025-10-30T00:00:22Z
@ifulrozi808,Info Gcam bang 😅,0,2025-10-30T00:00:02Z
@SyafianaChannel,Padahal iphone yang niru POCO😂😂😂,0,2025-10-29T23:59:09Z
@nazwarave,"""takut sial kuadrat""
double sama quarter itu 2:4 bang...",0,2025-10-29T23:57:41Z
@Panitia_Kiamat,"Udh pro"" An sekarang ya",0,2025-10-29T23:57:31Z
@wahyu.nur.riski.a2886,Xiaomy keren bgt 👍,0,2025-10-29T23:56:40Z
@soelo0620,"1:00 jangan kaget bang karna redmi note 9 itu udah ada series pro max, emang langka hp itu. karna kawan punya (g tau itu note 9 pro max dy beli dimana)",0,2025-10-29T23:51:39Z
@ADDZUL2,Wajib masuk nihh di indonesia,0,2025-10-29T23:47:24Z
@muhammadrifqi2339,akhirnya 😂,0,2025-10-29T23:45:11Z
@sitimaesaroh2438,Bagusan redmi k90 pro max bang,0,2025-10-29T23:42:11Z
@masopik1,"Layar belakangnya begus, cameranya cling. Mantam mi17 promax",0,2025-10-29T23:41:42Z
@SigitRamadhan07,Malang Kota Hadir 👍,1,2025-10-29T23:41:22Z
@kenakinasri7196,Tu kamera belakang bisa buat ngegam kok gak dimasukin😢,0,2025-10-29T23:37:13Z
@pracasiaandri7555,"REVIEW BELAKANGAN DARI REVIEWER2 YG LAIN, NAMUN JUARANYA TETAP GADGETIN...MANTAP...",0,2025-10-29T23:33:26Z
@suzeno10official95,"hijau kodim
Kren juga❤",0,2025-10-29T23:31:33Z
@vivachristian115,"Tapi seandainya saya disodorkan Xiomi 17 Pro Max dan iPhone 17 Pro Max untuk dipilih dan saya seorang sultan maka saya akan beli iPhone 17 Pro Max untuk HP utama saya, tetap ....😅
Karena brand image dan ekosistim yang kuat serta update yang panjang yang bisa dipakai lama..long lasting lah😊",0,2025-10-29T23:29:56Z
@axzgameplay7533,kenapa ditutup rapat? buat ngelindungin layar bang,0,2025-10-29T23:26:49Z
@hase-san,Nah ini dia niru iphone niru iphone udah jelas poco seri m duluan design kompor gass😅,0,2025-10-29T23:26:45Z
@backtopurrrfectagain6681,Lebih keren modelnya Xiaomi.,0,2025-10-29T23:26:42Z
@NazrilAl-od2ls,Next iqoo z10 R bang,0,2025-10-29T23:26:39Z
@idyudhaperdana8956,Dikirain ada kasih stiker kayak yg dulu ada stiker buah,0,2025-10-29T23:22:28Z
@mocheesenotmoci,"bang kalo ngetes genshin bisa gak main combonya yg bener, gregetan banget liatnya 😭😭😭",0,2025-10-29T23:21:47Z
@PijarKusuma-v8y,Akhirnya poco pada akhirnya 😂,0,2025-10-29T23:18:38Z
@Ninismanisaja,Widiiw dihh ini yang guah tunggu wkwkwkwkwkw 😂😂😂 Xiaomi moga masuk indo aamiin 🎉🎉🎉,0,2025-10-29T23:16:45Z
@oshi.jkt48,rdmi 4a,0,2025-10-29T23:09:58Z
@wiinnnn___,𝙻𝚎𝚝'𝚜 𝙶𝚘 ! 🔥,1,2025-10-29T23:09:14Z
@titoamstrong312,masuk indo please,0,2025-10-29T23:09:13Z
@udeel,Ini berati gak ada bahasa Indonesia nya?,0,2025-10-29T23:06:55Z
@Dewa_Mandala93,Layar yang di belakang bisa main game bng,1,2025-10-29T23:06:52Z
@mazz_badry7938,realme note 70 bang review,0,2025-10-29T23:06:45Z
@DoniAngler-m2q,Udah ada diindonesia apa 17 pro,0,2025-10-29T23:02:02Z
@paristiawangnugraha,"tumben ga dilap dulu itu hp , kotor bgt di modul kameranya wkwk",0,2025-10-29T23:01:56Z
@MadridPerkirbus,Mending Poco F6 wkwkwkwk,0,2025-10-29T22:55:31Z
@diaschandra1017,"Ya bang walaupun mahal, jadul, gachas lama, batrrai gk awet tetep bela2in jual motor 2 biji demi iphone.... Hidup iphone. 🤣",0,2025-10-29T22:54:59Z
@durikurchatov8130,"Semua barang di mata orang ini bagus, kajiannya kurang ilmiah hanya sekedar ngomong doang.",0,2025-10-29T22:54:13Z
@datvanila2193,Review IQOO x Honor of Kings dong,0,2025-10-29T22:47:53Z
@IswandaAsmara,Kenapa ya HP generasi sekarang tidak menerapkan flash Xenon..,0,2025-10-29T22:44:59Z
@son.gobanban,"Dulu gw ilfeel sama design kamera poco x6 pro, tapi ternyata design nya visioner",0,2025-10-29T22:43:56Z
@cielVaerR18,"Sumpah keren temen nongkrong terbaik ""𝗕𝗘𝗥𝗞𝗔𝗛𝗦𝗟𝗢𝗧""",0,2025-10-29T22:42:06Z
@Dov2it,"yang ditiru namanya: ngapain gw inovasi, begini2 doang aja udah laris",0,2025-10-29T22:41:30Z
@SandjayaWamsa,Apple nasibnya akan seperti Blackberry dan Nokia karena kecanggihan Xiaomi😂,0,2025-10-29T22:40:06Z
@nyaxz8439,Review barang aneh lg kapan,0,2025-10-29T22:38:58Z
@Cikal_alengka,"salah lu kalo xiomi di anggap niru ipong, justru mereka menyempurnakan dari mi 11 ultra",0,2025-10-29T22:34:30Z
@ceritadaritimur-n6u,Nyimak selalu,0,2025-10-29T22:33:27Z
@masgimin-te1cr,Xiaomi Ga punya identitas knp hrs ke Apple Apple an,0,2025-10-29T22:20:47Z
@koala-q1q,😂xiaomi bilek:bikin smartphone tuh gini lho . gak cuman dilipet lipet kaya kaen doang,0,2025-10-29T22:20:08Z
@alfinnn444,Poco M3,0,2025-10-29T22:18:16Z
@ekasalwaputrif4710,20:56 😭😭😭,0,2025-10-29T22:17:50Z
@kulinerlaut5233,"Kalau resmi ya Xiaomi 17 worth it dgn spek segitu tp kalau kudu import, skip. Syg aja, duit segitu bisa dipakai beli flagship lain yg resmi dan aman.",0,2025-10-29T22:12:08Z
@lemonadegelap,25:10 mengingatkan dengan nokia E63 ku dulu wkwkw,0,2025-10-29T22:11:49Z
@WahyuHidayat-il5wh,kren,0,2025-10-29T22:05:28Z
@therenforeveryone,"Xiaomi Specialis Peniru Iphone
Itel Specialis Peniru Samsung

Yang Niru niru gini yang bikin brandnya Jelek dan Bikin Terlihat Murahan.",1,2025-10-29T21:59:28Z
@FinnGerme-x3b,keren,0,2025-10-29T21:58:47Z
@band.ono21,Afakah ada iklannya?,0,2025-10-29T21:57:19Z
@emailsampahcegil,"Bang Kalo Test game standarnya sekarang udh bukan Genshin bang, tapi WUWA",0,2025-10-29T21:52:02Z
@FerdhobbsYT,Next red magic 11 pro,0,2025-10-29T21:38:24Z
@dnfrmnsyh,"yailah bang daviddddd guaa nungguin review iqoo z10R
yg muncul xiomay duluuu🤣🤣",1,2025-10-29T21:36:46Z
@tomymitsuki,"Ketika xiomi mulai nyenggol2  ip 
Mnggantikan huwawei😂",0,2025-10-29T21:34:50Z
@rudycartoon4947,"bg kenapa, setiap poto bibirlu migkem😅",0,2025-10-29T21:30:06Z
@risyadfaizal7510,👍🏻,0,2025-10-29T21:21:40Z
@yanyanto-te3vl,Kelamaan ngmngny,0,2025-10-29T21:20:30Z
@brotherfaith9437,tetap aja iPhone lebih laku dari Xiaomi di cina,0,2025-10-29T21:20:11Z
@AjiJokk,di riview dulu  kalau ok akan di rilis di indonesia nanti.....,0,2025-10-29T21:16:15Z
@MuhammadRidhoRamadhanii,geloo,0,2025-10-29T21:14:28Z
@atletkelereng,"bang, review iqoo z10r dong",0,2025-10-29T21:14:01Z
@PetaniYgBarokah,China kan suka niru,0,2025-10-29T21:07:31Z
@XinTing90,"Nama mirip malah malu kalau beli, di cengin kw an iphone😂",1,2025-10-29T21:06:32Z
@Dewaflim2231,19:23 aku melihat dia ingin membuat wallpa kamera dijadikan kacamata 😭🤣,0,2025-10-29T21:05:07Z
@MhickyMhicky,Bang david rekomendasi toko hp second bg,0,2025-10-29T20:55:11Z
@MASEKIofficial,HADIR BNG,1,2025-10-29T20:52:10Z
@LoveStory-wn6cj,Si bro pasti lupa utk tes game pake case tambahan xiaomi,0,2025-10-29T20:51:14Z
@AhmadRizki-i9w,Nungguin review Pura 80 basic 🤗,1,2025-10-29T20:48:41Z
@umaruchan808,mas oppo find x9 udah keluar,0,2025-10-29T20:41:29Z
@karaokelagurohani212,coba rekam live music di cafe ....sound nya pecah atau ngga spt iphone bang...,0,2025-10-29T20:32:09Z
@UyênHồng_1685,"Subhanallah, ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 menghadirkan pengalaman gaming yang luar biasa! Narasinya inspiratif, gameplay-nya mulus, dan kemenangannya bikin jantungan. Rekomendasi banget! 🚀",0,2025-10-29T20:30:40Z
@NamThẩmQuốc-9954,"❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴, apa rahasia kamu bikin ketagihan? 😍 Gameplay seru, cerita mengalir, hadiah top! 💖",0,2025-10-29T20:29:50Z
@MaiLan.8152,"❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 emang gak ada duanya! Baru main sebentar, langsung dapet kejutan gede. Ceritanya top! 🌟",0,2025-10-29T20:29:20Z
@prodewa1299,Banyak tak sadar bang David menganggap iqoo adalah pawangnya naga,0,2025-10-29T20:29:07Z
@HuyThuy1dyxg_465,"Wow, ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 bener-bener beda! Ceritanya mengalir, visualnya keren, dan untungnya bikin hati berbunga! 👑",0,2025-10-29T20:28:32Z
@SIGMATANIC66,Di natlan emang tema negaranya amerika latin mexico.  Makanya lagu nya gt hmmm,0,2025-10-29T20:27:56Z
@along_90,Kapan hadir resmi di indonesia,0,2025-10-29T20:25:59Z
@Vableme,Kalo gw Promag aja ya,0,2025-10-29T20:25:39Z
@bayulistiantaraaji3296,Saya tidak mereka Xiaomi tidak meniru iphone. Bisa terlihat dr layar belakang dan kamera di liar frame. Mmg q rasa Mi ingin memberi layar belakang tapi bukan flip. Dan bad comment juga termasuk promo btw,0,2025-10-29T20:22:37Z
@viathrueafends4670,"Cina jaman black berry b aja ,, sekarang wow ,, walaupun os masih dr android",0,2025-10-29T20:21:03Z
@businesscorrie,"Pro max pada Xiaomi buka tiru iphone, Tetapi Xiaomi dengan sengaja nyindir Apple, Xiaomi juga mau kasi tau yang pro max itu harus Keren dan semaksima mungkin..bukan di skip kualitinya.. sekarang ramai yang meluahkan rasa tidak berpuas hati setelah beberapa hari beli iphone kerana kelemahan iphone 17 promax gak ada kualiti lagi dari segi material body nya..bukan saja mudah kemek malah mudah calar dan paling parah warna oren bisa nge pink setelah beberapa hari menggunakannya...jadi yang ingin beli hp ip17 pm..harus beli casing siap-siap kerana jika tidak pakai casing, kebarangkalian untuk kemek calar dan rosak amat tinggi kerana body nya aluminium yang sangat mudah kemek..",0,2025-10-29T20:17:45Z
@v-new6047,gw ngeliat bentuknya malah kaya gopix ya..,0,2025-10-29T20:13:29Z
@tvättbjörn-q5o,"NO HATE! Sebenernya apresiasi banget sih buat xiaomi yang mau kasih fungsionalitas baru dari modelan ""plateau"" kamera hape mereka. Cuma jujur gw jadi inget kasusnya touch bar di macbook yang tau lah nasibnya gak tahan lama. Dulu touch bar cuma ada di macbook versi pro yang mana gak semua orang punya, dan dampaknya apa? Audience dikit dan merembet ke hilangnya minat developer buat pake itu fitur. Layar kecil ini cuma ada di pro max aja kan? Gw disini cuma khawatir masa depannya fiturnya xiaomi 17 pro max yang layar kecil dibelakang apa bisa continuity sampe jangka panjang. Gw juga berasumsi kalo apple punya pertimbangan yang mirip sebelum mereka keluarin fitur serupa.😂",0,2025-10-29T20:12:59Z
@Yex09,Itu tidak penting 😂,0,2025-10-29T20:04:55Z
@ariefimampoero,Iphone yang tiru Poco 🤣,1,2025-10-29T19:58:38Z
